,annual_volatility,max_drawdown
515180,0.1624017873911359,-0.1731402238314672
513100,0.23800827198137442,-0.28568024779604473
518880,0.12841595452605323,-0.20465966194609408
511800,0.0030878343620073657,-0.003368789957899021
